record_id,database_source,title,original_pdf_collected,original_pdf_match_type,original_pdf_index,original_pdf_pmid,original_pdf_title,pdf_available_for_full_text_review,next_step,authors,year,journal,doi,pmid,duplicate_group_id,source_file,screening_decision,exclusion_reason,notes,ai_title_decision,ai_exclusion_reason,ai_confidence,ai_flags,ai_analysis_tier_hint,reevaluated_title_decision,reevaluated_title_reason,reevaluated_confidence,normalized_title,abstract,pubmed_title,pubmed_journal,pubmed_year,pubmed_doi,publication_types,mesh_terms,abstract_retrieval_status,abstract_source,title_abstract_screen_decision,title_abstract_exclusion_reason,title_abstract_confidence,human_participants_flag,acupuncture_like_intervention_flag,functional_brain_imaging_flag,original_empirical_data_flag,sham_or_placebo_flag,likely_coordinate_candidate_flag,needs_full_text_review,reviewer_notes
DUP_01794,Embase,The Hemodynamic Response and Functional Connectivity of the Cortical Network are Modulated by Acupuncture,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2021,International Journal of Psychophysiology,,,DUP_01794,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,the hemodynamic response and functional connectivity of the cortical network are modulated by acupuncture,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00620,Embase,Corrigendum to “Multivariate resting-state functional connectivity predicts responses to real and sham acupuncture treatment in chronic low back pain” [Neuroimage Clinical 23 (2019) 101885](S2213158219302359)(10.1016/j.nicl.2019.101885),no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2020,NeuroImage: Clinical,,,DUP_00620,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term; mechanism_deqi_pain_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,corrigendum to multivariate resting state functional connectivity predicts responses to real and sham acupuncture treatment in chronic low back pain neuroimage clinical 23 2019 101885 s2213158219302359 10 1016 j nicl 2019 101885,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,yes,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01793,Embase,The functional connectivity of ACC subregions with the DMN participates in the efficacy of acupuncture with deqi on functional dyspepsia,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2020,Clinical EEG and Neuroscience,,,DUP_01793,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term; non_fMRI_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,the functional connectivity of acc subregions with the dmn participates in the efficacy of acupuncture with deqi on functional dyspepsia,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01816,Embase,The Long-Term Effects of Acupuncture on Hippocampal Functional Connectivity in aMCI with Hippocampal Atrophy: A Randomized Longitudinal fMRI Study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2020,Neural Plasticity,,,DUP_01816,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,the long term effects of acupuncture on hippocampal functional connectivity in amci with hippocampal atrophy a randomized longitudinal fmri study,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00095,Embase,Acupuncture alters primary somatosensory cortex functional connectivity in carpal tunnel syndrome,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,Journal of Alternative and Complementary Medicine,,,DUP_00095,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,acupuncture alters primary somatosensory cortex functional connectivity in carpal tunnel syndrome,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00098,Embase,Acupuncture analgesia for low back pain is associated with greater pressure pain-evoked activation in dorsolateral prefrontal cortex and a reduction in hyperalgesia,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,Journal of Alternative and Complementary Medicine,,,DUP_00098,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; mechanism_deqi_pain_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,acupuncture analgesia for low back pain is associated with greater pressure pain evoked activation in dorsolateral prefrontal cortex and a reduction in hyperalgesia,,,,,,,,no_pmid,,exclude,not_functional_brain_imaging,medium,unclear,yes,no,,no,no,,
DUP_00217,Embase,Acupuncture promotes sensorimotor network neuroplasticity in fibromyalgia,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,Journal of Alternative and Complementary Medicine,,,DUP_00217,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,acupuncture promotes sensorimotor network neuroplasticity in fibromyalgia,,,,,,,,no_pmid,,unclear,,low,unclear,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00297,Embase,Amplitude changes in low frequency fluctuation in brains of primary dysmenorrheal treated by acupuncture: A resting-state fMRI study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,International Journal of Clinical and Experimental Medicine,,,DUP_00297,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,amplitude changes in low frequency fluctuation in brains of primary dysmenorrheal treated by acupuncture a resting state fmri study,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00440,Embase,"Brain Connectome for Migraine Patients Treated Via Acupuncture: A Randomized, Controlled Study Under Single-blind Conditions, With a Placebo Group and Magnetic Resonance Imaging (MRI)",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,clinicaltrials.gov,,,DUP_00440,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; sham_placebo_control_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,brain connectome for migraine patients treated via acupuncture a randomized controlled study under single blind conditions with a placebo group and magnetic resonance imaging mri,,,,,,,,no_pmid,,unclear,,low,yes,yes,no,unclear,yes,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00503,Embase,Cerebral cortex functional connection analysis of magnetic stimulation at neiguan acupoint (PC6) based on complex network,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,Chinese Journal of Biomedical Engineering,,,DUP_00503,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,cerebral cortex functional connection analysis of magnetic stimulation at neiguan acupoint pc6 based on complex network,,,,,,,,no_pmid,,unclear,,low,unclear,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00619,Embase,"Corrigendum to ‘Multivariate resting-state functional connectivity predicts responses to real and sham acupuncture treatment in chronic low back pain’ Neuroimage Clinical, 23, 2019, 101885 (NeuroImage: Clinical (2019) 23, (S2213158219302359), (10.1016/j.nicl.2019.101885))",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,NeuroImage: Clinical,,,DUP_00619,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term; mechanism_deqi_pain_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,corrigendum to multivariate resting state functional connectivity predicts responses to real and sham acupuncture treatment in chronic low back pain neuroimage clinical 23 2019 101885 neuroimage clinical 2019 23 s2213158219302359 10 1016 j nicl 2019 101885,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,yes,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01000,Embase,Exploring the effect on cerebral blood flow after acupuncture in elderly normal subjects using (99m)Tc-ECD imaging,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,Journal of Cerebral Blood Flow and Metabolism,,,DUP_01000,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,exploring the effect on cerebral blood flow after acupuncture in elderly normal subjects using 99m tc ecd imaging,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01395,Embase,Neuromechanism of acupuncture on Parkinson's disease tremor: A resting state fMRI study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,Movement Disorders Clinical Practice,,,DUP_01395,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,neuromechanism of acupuncture on parkinson s disease tremor a resting state fmri study,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01396,Embase,Neuromodulation by electroacupuncture for migraine: An analysis using resting state functional magnetic resonance imaging,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,Cephalalgia,,,DUP_01396,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,neuromodulation by electroacupuncture for migraine an analysis using resting state functional magnetic resonance imaging,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01464,Embase,Phantom acupuncture: Dissociation of somatosensory and cognitive/affective component of acupuncture effects in functional brain connectivity,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,Journal of Alternative and Complementary Medicine,,,DUP_01464,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,phantom acupuncture dissociation of somatosensory and cognitive affective component of acupuncture effects in functional brain connectivity,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01495,Embase,Potential Role of Acupuncture Treatment in Neuronal and Network Dysfunction in Patients With Vascular Cognitive Impairment,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,clinicaltrials.gov,,,DUP_01495,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,potential role of acupuncture treatment in neuronal and network dysfunction in patients with vascular cognitive impairment,,,,,,,,no_pmid,,unclear,,low,yes,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_01673,Embase,Structural neuroplasticity in primary somatosensory cortex is linked to altered tactile acuity after acupuncture for chronic low back pain,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,Journal of Alternative and Complementary Medicine,,,DUP_01673,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; mechanism_deqi_pain_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,structural neuroplasticity in primary somatosensory cortex is linked to altered tactile acuity after acupuncture for chronic low back pain,,,,,,,,no_pmid,,unclear,,low,unclear,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_01805,Embase,"The Impact of Electroacupuncture on Clinical Effect,Brain Structural and Functional Changes in Patients With Spinal Cord Injury:A Randomized Controlled Study Based on Multi-mode MRI",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,clinicaltrials.gov,,,DUP_01805,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; sham_placebo_control_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,the impact of electroacupuncture on clinical effect brain structural and functional changes in patients with spinal cord injury a randomized controlled study based on multi mode mri,,,,,,,,no_pmid,,unclear,,low,yes,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_01817,Embase,THE LONG-TERM EFFECTS OF ACUPUNCTURE ON HIPPOCAMPUS FUNCTIONAL CONNECTIVITY IN AMNESTIC MILD COGNITIVE IMPAIRMENT: A LONGITUDINAL FMRI STUDY,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2019,Alzheimer's and Dementia,,,DUP_01817,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,the long term effects of acupuncture on hippocampus functional connectivity in amnestic mild cognitive impairment a longitudinal fmri study,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00513,Embase,Cerebral response of healthy subjects to a somatosensory stimulaton with xingnao kaiqiao acupuncture compared to control interventions measured with resting-state functional magnetic resonance imaging,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2018,Global Advances in Health and Medicine,,,DUP_00513,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,cerebral response of healthy subjects to a somatosensory stimulaton with xingnao kaiqiao acupuncture compared to control interventions measured with resting state functional magnetic resonance imaging,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00525,Embase,Changes in functional connectivity with acupuncture outcomes for migraine,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2018,Neuroradiology,,,DUP_00525,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,changes in functional connectivity with acupuncture outcomes for migraine,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00555,Embase,Clinical observation on treatment of adult-attention deficit hyperactivity disorder by acupuncture refreshing brain method,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2018,Global Advances in Health and Medicine,,,DUP_00555,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,clinical observation on treatment of adult attention deficit hyperactivity disorder by acupuncture refreshing brain method,,,,,,,,no_pmid,,unclear,,low,unclear,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00798,Embase,Effect of electroacupuncture stimulation of acupoint of heart meridian on brain connectivity in 27 healthy volunteer subjects,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2018,Neurorehabilitation and Neural Repair,,,DUP_00798,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,effect of electroacupuncture stimulation of acupoint of heart meridian on brain connectivity in 27 healthy volunteer subjects,,,,,,,,no_pmid,,unclear,,low,yes,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_00989,Embase,Experiment design and feasibility of BOLD and MRS multimodal fMRI in analysis of brain effect induced by acupuncture,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2018,Chinese Journal of Medical Imaging Technology,,,DUP_00989,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,experiment design and feasibility of bold and mrs multimodal fmri in analysis of brain effect induced by acupuncture,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01194,Embase,Involvement of salience network in the expectations of sensory experience for acupuncture stimulation,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2018,Global Advances in Health and Medicine,,,DUP_01194,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; mechanism_deqi_pain_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,involvement of salience network in the expectations of sensory experience for acupuncture stimulation,,,,,,,,no_pmid,,exclude,not_functional_brain_imaging,medium,unclear,yes,no,,no,no,,
DUP_01870,Embase,The Study of Acupuncture on Vascular and Functional Neuroimaging in Parkinson's Disease Patients With Sleep Disorders,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2018,clinicaltrials.gov,,,DUP_01870,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,the study of acupuncture on vascular and functional neuroimaging in parkinson s disease patients with sleep disorders,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01941,Embase,Using fMRI and sEMG to Evaluate the Effects and Mechanism on Abdominal Acupuncture Combined With Upper Limb Rehabilitation Training on Brain Plasticity of Hemiplegic Patients With Stroke,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2018,clinicaltrials.gov,,,DUP_01941,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,using fmri and semg to evaluate the effects and mechanism on abdominal acupuncture combined with upper limb rehabilitation training on brain plasticity of hemiplegic patients with stroke,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00218,Embase,Acupuncture Regulates Emotion-cognitive Network of Chronic Insomnia Patients : A DTI-fMRI Study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,clinicaltrials.gov,,,DUP_00218,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; coordinate_result_term; non_fMRI_modality_flag,possible coordinate-based meta-analysis candidate,include,carried over from first title screen,high,acupuncture regulates emotion cognitive network of chronic insomnia patients a dti fmri study,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00255,Embase,"Acupuncture Treatment on Chronic Sciatica: the Efficacy, Mechanism, and Functional Neuroimaging Pain-network Study",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,clinicaltrials.gov,,,DUP_00255,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; mechanism_deqi_pain_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,acupuncture treatment on chronic sciatica the efficacy mechanism and functional neuroimaging pain network study,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00285,Embase,Altered effective connectivity of resting state networks by acupuncture stimulation in stroke patients with left hemiplegia,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,Medicine (United States),,,DUP_00285,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,altered effective connectivity of resting state networks by acupuncture stimulation in stroke patients with left hemiplegia,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00384,Embase,Basal ganglia cerebral infarction patient fMRI imaging analysis before and after acupuncture-medicine therapy,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,Biomedical Research (India),,,DUP_00384,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,basal ganglia cerebral infarction patient fmri imaging analysis before and after acupuncture medicine therapy,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00754,Embase,Effect of acupuncture at Zulinqi (GB41) on the amplitude of low frequency fluctuations in migraine without aura patients: A resting-state functional magnetic resonance imaging study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,International Journal of Clinical and Experimental Medicine,,,DUP_00754,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,effect of acupuncture at zulinqi gb41 on the amplitude of low frequency fluctuations in migraine without aura patients a resting state functional magnetic resonance imaging study,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00882,Embase,"Efficacy and Mechanism of Acupuncture on Patients With Chronic Sciatica Using fMRI: A Randomized, Patient-Assessor Blind, Sham-Controlled Clinical Trial",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,clinicaltrials.gov,,,DUP_00882,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,efficacy and mechanism of acupuncture on patients with chronic sciatica using fmri a randomized patient assessor blind sham controlled clinical trial,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,yes,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01170,Embase,Interaction of acupuncture treatment and manipulation laterality modulated by the default mode network,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,Molecular Pain,,,DUP_01170,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; mechanism_deqi_pain_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,interaction of acupuncture treatment and manipulation laterality modulated by the default mode network,,,,,,,,no_pmid,,include_for_full_text,,low,unclear,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_01872,Embase,"The Study of Brain GABA and Brain Functional Modulatory Mechanism of Chronic Insomnia Disorder Using Acupuncture at ""Combined Magical-door"" Acupoints",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,clinicaltrials.gov,,,DUP_01872,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; coordinate_result_term,possible coordinate-based meta-analysis candidate,human_check,brain/neural term present but imaging modality/design unclear from title,medium,the study of brain gaba and brain functional modulatory mechanism of chronic insomnia disorder using acupuncture at combined magical door acupoints,,,,,,,,no_pmid,,unclear,,low,unclear,yes,no,unclear,no,no,yes,Acupuncture present; brain/imaging terms present but no clear fMRI keyword
DUP_01899,Embase,"To Explore the Cerebral Function Efficacy of Acupuncture and Fu's Subcutaneous Needling (FSN) in the Treatment of Chronic Tension-type Headache by Means of fMRI: a Single-blinded, Randomized Controlled Trials.",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,clinicaltrials.gov,,,DUP_01899,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term; acupuncture_adjacent_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,to explore the cerebral function efficacy of acupuncture and fu s subcutaneous needling fsn in the treatment of chronic tension type headache by means of fmri a single blinded randomized controlled trials,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
DUP_00035,Embase,A PET/CT and fMRI randomized controlled study to identify brain network associated with acupuncture effects in reducing depression,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2016,Molecular Imaging and Biology,,,DUP_00035,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,a pet ct and fmri randomized controlled study to identify brain network associated with acupuncture effects in reducing depression,,,,,,,,no_pmid,,include_for_full_text,,low,yes,yes,yes,yes,no,no,yes,Acupuncture+fMRI terms present in title; abstract limited; No abstract available (no_pmid); decision based on title only
