record_id,database_source,title,original_pdf_collected,original_pdf_match_type,original_pdf_index,original_pdf_pmid,original_pdf_title,pdf_available_for_full_text_review,next_step,authors,year,journal,doi,pmid,duplicate_group_id,source_file,screening_decision,exclusion_reason,notes,ai_title_decision,ai_exclusion_reason,ai_confidence,ai_flags,ai_analysis_tier_hint,reevaluated_title_decision,reevaluated_title_reason,reevaluated_confidence,normalized_title
DUP_00400,Embase; PubMed,BIBLIOMETRIC ANALYSIS OF ACUPUNCTURE RESEARCH FRONTS AND THEIR WORLDWIDE DISTRIBUTION OVER THREE DECADES,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Fu JY, Zhang X, Zhao YH, Tong HF, Chen DZ, Huang MH.",2017,Afr J Tradit Complement Altern Med,10.21010/ajtcam.v14i3.27,28480437,DUP_00400,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,bibliometric analysis of acupuncture research fronts and their worldwide distribution over three decades
DUP_00439,Embase; PubMed,Brain Connectivity Patterns Dissociate Action of Specific Acupressure Treatments in Fatigued Breast Cancer Survivors,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Harris RE, Ichesco E, Cummiford C, Hampson JP, Chenevert TL, Basu N, Zick SM.",2017,Front Neurol,10.3389/fneur.2017.00298,28690587,DUP_00439,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,medium,possible_brain_neuro_term; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,medium,brain connectivity patterns dissociate action of specific acupressure treatments in fatigued breast cancer survivors
DUP_00478,Embase; PubMed,Brain structural properties predict psychologically mediated hypoalgesia in an 8-week sham acupuncture treatment for migraine,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Liu J, Mu J, Liu Q, Dun W, Zhang M, Tian J.",2017,Hum Brain Mapp,10.1002/hbm.23667,28608601,DUP_00478,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; sham_placebo_control_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,brain structural properties predict psychologically mediated hypoalgesia in an 8 week sham acupuncture treatment for migraine
DUP_00511,Embase; PubMed,Cerebral mechanism of puncturing at He-Mu point combination for functional dyspepsia: study protocol for a randomized controlled parallel trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Yin S, Chen Y, Lei D, Sun RR, Ma TT, Feng PM, He ZX, Suo XL, Ma PH, Qu YZ, Qiu K, Jing MM, Gong QY, Liang FR, Chen J, Zeng F.",2017,Neural Regen Res,10.4103/1673-5374.206655,28616042,DUP_00511,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term; sham_placebo_control_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,cerebral mechanism of puncturing at he mu point combination for functional dyspepsia study protocol for a randomized controlled parallel trial
DUP_00519,Embase; PubMed,Change in the P300 index - a pilot randomized controlled trial of low-frequency electrical stimulation of acupuncture points in middle-aged men and women,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Choi KH, Kwon OS, Cho SJ, Lee S, Kang SY, Ryu YH.",2017,BMC Complement Altern Med,10.1186/s12906-017-1754-8,28468616,DUP_00519,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; sham_placebo_control_term,,exclude,carried over from first title screen,medium,change in the p300 index a pilot randomized controlled trial of low frequency electrical stimulation of acupuncture points in middle aged men and women
DUP_00601,Embase,Correction to: (Medical Acupuncture (2017) 29 (10-19) DOI: 10.1089/acu.2016.1210),no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Medical Acupuncture,,,DUP_00601,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,correction to medical acupuncture 2017 29 10 19 doi 10 1089 acu 2016 1210
DUP_00674,Embase,Diagnosis and Treatment of Ocular Pain: the Ophthalmologist’s Perspective,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Current Ophthalmology Reports,,,DUP_00674,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,mechanism_deqi_pain_term,,exclude,carried over from first title screen,high,diagnosis and treatment of ocular pain the ophthalmologist s perspective
DUP_00702,Embase,Discovering the “functional dysconnectome” in Schizophrenia: Dynamic modulation of brain network dysfunction during learning and visuo-motor processing,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Biological Psychiatry,,,DUP_00702,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term,,exclude,carried over from first title screen,high,discovering the functional dysconnectome in schizophrenia dynamic modulation of brain network dysfunction during learning and visuo motor processing
DUP_00746,Embase,Effect Mechanism of a Non-invasive Stimulation Device for Rapid Alleviation of Parkinson's Disease Symptoms,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,clinicaltrials.gov,,,DUP_00746,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,effect mechanism of a non invasive stimulation device for rapid alleviation of parkinson s disease symptoms
DUP_00749,Embase; PubMed,Effect of acupuncture and its influence on cerebral activity in perimenopausal insomniacs: study protocol for a randomized controlled trial,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Wu X, Zhang W, Qin Y, Liu X, Wang Z.",2017,Trials,10.1186/s13063-017-2072-7,28806907,DUP_00749,PUBMED_0518.csv; records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; possible_brain_neuro_term; sham_placebo_control_term; coordinate_result_term; review_or_non_original_flag; protocol_flag,,exclude,carried over from first title screen,high,effect of acupuncture and its influence on cerebral activity in perimenopausal insomniacs study protocol for a randomized controlled trial
DUP_00754,Embase,Effect of acupuncture at Zulinqi (GB41) on the amplitude of low frequency fluctuations in migraine without aura patients: A resting-state functional magnetic resonance imaging study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,International Journal of Clinical and Experimental Medicine,,,DUP_00754,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,effect of acupuncture at zulinqi gb41 on the amplitude of low frequency fluctuations in migraine without aura patients a resting state functional magnetic resonance imaging study
DUP_00781,Embase; PubMed,Effect of acupuncture plus conventional treatment on brain activity in ischemic stroke patients: a regional homogeneity analysis,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Wu P, Zeng F, Yin C, Xiong Y, Bai Y, Wang D, Zhou Y, Liang F, Li Y, Li J, Qiu L, Qin W, Luo L.",2017,J Tradit Chin Med,,32188226,DUP_00781,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,effect of acupuncture plus conventional treatment on brain activity in ischemic stroke patients a regional homogeneity analysis
DUP_00791,Embase; PubMed,Effect of Electro-Acupuncture and Moxibustion on Brain Connectivity in Patients with Crohn's Disease: A Resting-State fMRI Study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Bao C, Wang D, Liu P, Shi Y, Jin X, Wu L, Zeng X, Zhang J, Liu H, Wu H.",2017,Front Hum Neurosci,10.3389/fnhum.2017.00559,29204113,DUP_00791,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; acupuncture_adjacent_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,effect of electro acupuncture and moxibustion on brain connectivity in patients with crohn s disease a resting state fmri study
DUP_00795,Embase; PubMed,Effect of electroacupuncture in patients with post-stroke motor aphasia : Neurolinguistic and neuroimaging characteristics,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Chang J, Zhang H, Tan Z, Xiao J, Li S, Gao Y.",2017,Wien Klin Wochenschr,10.1007/s00508-016-1070-1,27590260,DUP_00795,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,effect of electroacupuncture in patients with post stroke motor aphasia neurolinguistic and neuroimaging characteristics
DUP_00871,PubMed,Effects of three needling manipulations of the right-side Zusanli (ST 36) on brain using functional magnetic resonance imaging,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Lu F, Gao J, Wang Y, Dai Q, Xin J, Zhao Y, Wu S, Yu X, Bao Y, Hong Y, Zhang G, Chen Y, Li X, Fang J.",2017,J Tradit Chin Med,,31682371,DUP_00871,PUBMED_0518.csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,effects of three needling manipulations of the right side zusanli st 36 on brain using functional magnetic resonance imaging
DUP_00882,Embase,"Efficacy and Mechanism of Acupuncture on Patients With Chronic Sciatica Using fMRI: A Randomized, Patient-Assessor Blind, Sham-Controlled Clinical Trial",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,clinicaltrials.gov,,,DUP_00882,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,efficacy and mechanism of acupuncture on patients with chronic sciatica using fmri a randomized patient assessor blind sham controlled clinical trial
DUP_00941,Embase; PubMed,Electroacupuncture Promotes Central Nervous System-Dependent Release of Mesenchymal Stem Cells,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Salazar TE, Richardson MR, Beli E, Ripsch MS, George J, Kim Y, Duan Y, Moldovan L, Yan Y, Bhatwadekar A, Jadhav V, Smith JA, McGorray S, Bertone AL, Traktuev DO, March KL, Colon-Perez LM, Avin KG, Sims E, Mund JA, Case J, Deng X, Kim MS, McDavitt B, Boulton ME, Thinschmidt J, Li Calzi S, Fitz SD, Fuchs RK, Warden SJ, McKinley T, Shekhar A, Febo M, Johnson PL, Chang LJ, Gao Z, Kolonin MG, Lai S, Ma J, Dong X, White FA, Xie H, Yoder MC, Grant MB.",2017,Stem Cells,10.1002/stem.2613,28299842,DUP_00941,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,electroacupuncture promotes central nervous system dependent release of mesenchymal stem cells
DUP_00960,Embase; PubMed,Enhanced Functional Connectivity between the Bilateral Primary Motor Cortices after Acupuncture at Yanglingquan (GB34) in Right-Hemispheric Subcortical Stroke Patients: A Resting-State fMRI Study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Ning Y, Li K, Fu C, Ren Y, Zhang Y, Liu H, Cui F, Zou Y.",2017,Front Hum Neurosci,10.3389/fnhum.2017.00178,28443010,DUP_00960,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,enhanced functional connectivity between the bilateral primary motor cortices after acupuncture at yanglingquan gb34 in right hemispheric subcortical stroke patients a resting state fmri study
DUP_01034,Embase,From auricular acupuncture to transcutaneous vagal nerve stimulation (tVNS),no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Brain Stimulation,,,DUP_01034,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; acupuncture_adjacent_modality_flag,needs abstract to determine neuroimaging eligibility,exclude,not an acupuncture functional neuroimaging outcome study,medium,from auricular acupuncture to transcutaneous vagal nerve stimulation tvns
DUP_01125,Embase; PubMed,Identification of the ventral occipital visual field maps in the human brain,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Winawer J, Witthoft N.",2017,F1000Res,10.12688/f1000research.12364.1,29188017,DUP_01125,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term,,exclude,carried over from first title screen,high,identification of the ventral occipital visual field maps in the human brain
DUP_01170,Embase,Interaction of acupuncture treatment and manipulation laterality modulated by the default mode network,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,Molecular Pain,,,DUP_01170,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; mechanism_deqi_pain_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,interaction of acupuncture treatment and manipulation laterality modulated by the default mode network
DUP_01209,Embase,Laterality and coherence analysis of Laser Doppler Flowmetry signals in bilateral Nèi guān (内关 PC 6): a potential non-invasive method to assess microdrculatory changes of people in different ages,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,World Journal of Acupuncture - Moxibustion,,,DUP_01209,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,medium,laterality and coherence analysis of laser doppler flowmetry signals in bilateral ne i gua n pc 6 a potential non invasive method to assess microdrculatory changes of people in different ages
DUP_01217,PubMed,Long-term acupuncture treatment has a multi-targeting regulation on multiple brain regions in rats with Alzheimer's disease: a positron emission tomography study,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Lu YJ, Cai XW, Zhang GF, Huang Y, Tang CZ, Shan BC, Cui SY, Chen JQ, Qu SS, Zhong Z, Lai XS, Steiner GZ.",2017,Neural Regen Res,10.4103/1673-5374.211197,28852400,DUP_01217,PUBMED_0518.csv,,,,exclude,animal/non-human study,high,acupuncture_term; possible_brain_neuro_term; animal_flag,,exclude,carried over from first title screen,high,long term acupuncture treatment has a multi targeting regulation on multiple brain regions in rats with alzheimer s disease a positron emission tomography study
DUP_01218,Embase,Long-term acupuncture treatment has a multitargeting regulation on multiple brain regions in rats with Alzheimer’s disease: A positron emission tomography study,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Neural Regeneration Research,,,DUP_01218,records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; possible_brain_neuro_term; animal_flag,,exclude,carried over from first title screen,high,long term acupuncture treatment has a multitargeting regulation on multiple brain regions in rats with alzheimer s disease a positron emission tomography study
DUP_01220,Embase; PubMed,Longitudinal Brain Functional Connectivity Changes of the Cortical Motor-Related Network in Subcortical Stroke Patients with Acupuncture Treatment,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Li Y, Wang Y, Liao C, Huang W, Wu P.",2017,Neural Plast,10.1155/2017/5816263,29375914,DUP_01220,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,longitudinal brain functional connectivity changes of the cortical motor related network in subcortical stroke patients with acupuncture treatment
DUP_01232,Embase; PubMed,Magnetic stimulation at acupoints relieves mental fatigue: An Event Related Potential (P300) study,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Yang S, Qiao Y, Wang L, Hao P.",2017,Technol Health Care,10.3233/THC-171318,28582903,DUP_01232,PUBMED_0518.csv; records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,magnetic stimulation at acupoints relieves mental fatigue an event related potential p300 study
DUP_01253,Embase,Mechanisms of acupuncture therapy in ischemic stroke rehabilitation: A literature review of basic studies,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,International Journal of Molecular Sciences,,,DUP_01253,records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; review_or_non_original_flag; animal_flag,,exclude,carried over from first title screen,high,mechanisms of acupuncture therapy in ischemic stroke rehabilitation a literature review of basic studies
DUP_01257,Embase,Mechanistic Studies on Video-guided Acupuncture Imagery Treatment of Knee Pain,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,clinicaltrials.gov,,,DUP_01257,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; mechanism_deqi_pain_term,,exclude,carried over from first title screen,medium,mechanistic studies on video guided acupuncture imagery treatment of knee pain
DUP_01258,Embase,Mechanistic Studies on Video-guided Acupuncture Imagery Treatment of Pain,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,clinicaltrials.gov,,,DUP_01258,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; mechanism_deqi_pain_term,,exclude,carried over from first title screen,medium,mechanistic studies on video guided acupuncture imagery treatment of pain
DUP_01296,Embase; PubMed,Modulatory effects of acupuncture on brain networks in mild cognitive impairment patients,yes,pmid_match,80,28400807,Modulatory effects of acupuncture on brain networks in mild cognitive impairment patients,yes,full_text_review_existing_pdf,"Tan TT, Wang D, Huang JK, Zhou XM, Yuan X, Liang JP, Yin L, Xie HL, Jia XY, Shi J, Wang F, Yang HB, Chen SJ.",2017,Neural Regen Res,10.4103/1673-5374.200808,28400807,DUP_01296,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,include_for_abstract,title suggests acupuncture plus functional MRI/neuroimaging/brain-network outcome,medium,modulatory effects of acupuncture on brain networks in mild cognitive impairment patients
DUP_01351,Embase,Neural network underlying the recovery from disowned bodily states induced by rubber hand illusion,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,BMC Complementary and Alternative Medicine,,,DUP_01351,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term,,exclude,carried over from first title screen,high,neural network underlying the recovery from disowned bodily states induced by rubber hand illusion
DUP_01369,Embase,Neuroembryology of the Acupuncture Principal Meridians: Part 1. the Extremities,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Medical Acupuncture,,,DUP_01369,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,neuroembryology of the acupuncture principal meridians part 1 the extremities
DUP_01370,Embase,Neuroembryology of the Acupuncture Principal Meridians: Part 2. the Trunk,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Medical Acupuncture,,,DUP_01370,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term,,exclude,carried over from first title screen,medium,neuroembryology of the acupuncture principal meridians part 2 the trunk
DUP_01397,Embase,Neuromodulation by electroacupuncture for migraine without aura analysis using diffusion tensor imaging,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Cephalalgia,,,DUP_01397,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; non_fMRI_modality_flag; acupuncture_adjacent_modality_flag,,exclude,carried over from first title screen,medium,neuromodulation by electroacupuncture for migraine without aura analysis using diffusion tensor imaging
DUP_01463,Embase,PET Imaging of Chronic Pain Syndromes,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,clinicaltrials.gov,,,DUP_01463,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,mechanism_deqi_pain_term; non_fMRI_modality_flag,,exclude,carried over from first title screen,high,pet imaging of chronic pain syndromes
DUP_01467,Embase; PubMed,Photoacoustic microscopy of electronic acupuncture (EA) effect in small animals,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Yang J, Wu D, Tang Y, Jiang H.",2017,J Biophotonics,10.1002/jbio.201600210,27753225,DUP_01467,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; animal_flag,,exclude,carried over from first title screen,high,photoacoustic microscopy of electronic acupuncture ea effect in small animals
DUP_01474,Embase; PubMed,Pivotal role of hMT+ in long-range disambiguation of interhemispheric bistable surface motion,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Duarte JV, Costa GN, Martins R, Castelo-Branco M.",2017,Hum Brain Mapp,10.1002/hbm.23701,28660667,DUP_01474,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,possible_brain_neuro_term,,exclude,carried over from first title screen,high,pivotal role of hmt in long range disambiguation of interhemispheric bistable surface motion
DUP_01505,Embase,Prediction of motor recovery after stroke: advances in biomarkers,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,The Lancet Neurology,,,DUP_01505,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,,,exclude,carried over from first title screen,high,prediction of motor recovery after stroke advances in biomarkers
DUP_01523,Embase,Prospective analysis for application of functional magnetic resonance imaging technology in masking evaluation of Chinese materia medica preparations,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Chinese Traditional and Herbal Drugs,,,DUP_01523,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term; animal_flag,,exclude,carried over from first title screen,high,prospective analysis for application of functional magnetic resonance imaging technology in masking evaluation of chinese materia medica preparations
DUP_01590,Embase; PubMed,Resting-state Functional Magnetic Resonance Imaging Analysis of Brain Functional Activity in Rats with Ischemic Stroke Treated by Electro-acupuncture,no,no_match,,,,no,do_not_retrieve_unless_spot_check,"Liang S, Lin Y, Lin B, Li J, Liu W, Chen L, Zhao S, Tao J.",2017,J Stroke Cerebrovasc Dis,10.1016/j.jstrokecerebrovasdis.2017.06.018,28687422,DUP_01590,PUBMED_0518.csv; records (1).csv,,,,exclude,animal/non-human study,high,acupuncture_term; strong_fMRI_neuroimaging_term; animal_flag,,exclude,carried over from first title screen,high,resting state functional magnetic resonance imaging analysis of brain functional activity in rats with ischemic stroke treated by electro acupuncture
DUP_01616,Embase; PubMed,Rewiring the primary somatosensory cortex in carpal tunnel syndrome with acupuncture,yes,pmid_match,79,28334999,Rewiring the primary somatosensory cortex in carpal tunnel syndrome with acupuncture,yes,full_text_review_existing_pdf,"Maeda Y, Kim H, Kettner N, Kim J, Cina S, Malatesta C, Gerber J, McManus C, Ong-Sutherland R, Mezzacappa P, Libby A, Mawla I, Morse LR, Kaptchuk TJ, Audette J, Napadow V.",2017,Brain,10.1093/brain/awx015,28334999,DUP_01616,PUBMED_0518.csv; records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term,needs abstract to determine neuroimaging eligibility,human_check,brain/neural term present but imaging modality/design unclear from title,medium,rewiring the primary somatosensory cortex in carpal tunnel syndrome with acupuncture
DUP_01701,Embase,Summary and prospect,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Advances in Experimental Medicine and Biology,,,DUP_01701,records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,non_fMRI_modality_flag,,exclude,carried over from first title screen,high,summary and prospect
DUP_01725,Embase; PubMed,The altered right frontoparietal network functional connectivity in migraine and the modulation effect of treatment,yes,pmid_match,72,27053062,The altered right frontoparietal network functional connectivity in migraine and the modulation effect of treatment,yes,full_text_review_existing_pdf,"Li Z, Lan L, Zeng F, Makris N, Hwang J, Guo T, Wu F, Gao Y, Dong M, Liu M, Yang J, Li Y, Gong Q, Sun S, Liang F, Kong J.",2017,Cephalalgia,10.1177/0333102416641665,27053062,DUP_01725,PUBMED_0518.csv; records (1).csv,,,,exclude,not acupuncture-like intervention in title/metadata,high,strong_fMRI_neuroimaging_term,,exclude,carried over from first title screen,high,the altered right frontoparietal network functional connectivity in migraine and the modulation effect of treatment
DUP_01759,Embase,The effect and mechanism of acupuncture for pain in Parkinson's disease,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Movement Disorders,,,DUP_01759,records (1).csv,,,,exclude,no clear fMRI/functional neuroimaging term in title/metadata,medium,acupuncture_term; mechanism_deqi_pain_term,,exclude,carried over from first title screen,medium,the effect and mechanism of acupuncture for pain in parkinson s disease
DUP_01775,Embase; PubMed,The Effects of Acupuncture Stimulation for Brain Activation and Alcohol Abstinence Self-Efficacy: Functional MRI Study,no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,"Yang CH, Choi SH, Kim JS, Ryu YH, Lim YJ, Kim MS, Sohn JW, Oh SS, Kim C, Lee MY.",2017,Evid Based Complement Alternat Med,10.1155/2017/2850124,28280514,DUP_01775,PUBMED_0518.csv; records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term,systematic review / possible fMRI candidate,include,carried over from first title screen,high,the effects of acupuncture stimulation for brain activation and alcohol abstinence self efficacy functional mri study
DUP_01800,Embase,The Immediate Analgesic Effect of Acupuncture for Pain: A Systematic Review and Meta-Analysis,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Evidence-based Complementary and Alternative Medicine,,,DUP_01800,records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; mechanism_deqi_pain_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,the immediate analgesic effect of acupuncture for pain a systematic review and meta analysis
DUP_01827,Embase,The Modulatory Effect of Acupuncture on the Activity of Locus Coeruleus Neuronal Cells: A Review,no,no_match,,,,no,do_not_retrieve_unless_spot_check,,2017,Evidence-based Complementary and Alternative Medicine,,,DUP_01827,records (1).csv,,,,exclude,review/meta-analysis/scoping/bibliometric/protocol/commentary,high,acupuncture_term; review_or_non_original_flag,,exclude,carried over from first title screen,high,the modulatory effect of acupuncture on the activity of locus coeruleus neuronal cells a review
DUP_01872,Embase,"The Study of Brain GABA and Brain Functional Modulatory Mechanism of Chronic Insomnia Disorder Using Acupuncture at ""Combined Magical-door"" Acupoints",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,clinicaltrials.gov,,,DUP_01872,records (1).csv,,,,unclear,acupuncture plus possible brain/neuroimaging term; verify abstract,medium,acupuncture_term; possible_brain_neuro_term; coordinate_result_term,possible coordinate-based meta-analysis candidate,human_check,brain/neural term present but imaging modality/design unclear from title,medium,the study of brain gaba and brain functional modulatory mechanism of chronic insomnia disorder using acupuncture at combined magical door acupoints
DUP_01899,Embase,"To Explore the Cerebral Function Efficacy of Acupuncture and Fu's Subcutaneous Needling (FSN) in the Treatment of Chronic Tension-type Headache by Means of fMRI: a Single-blinded, Randomized Controlled Trials.",no,no_match,,,,no,abstract_review_then_retrieve_pdf_if_eligible,,2017,clinicaltrials.gov,,,DUP_01899,records (1).csv,,,,include,title/metadata indicates acupuncture plus fMRI/functional neuroimaging,high,acupuncture_term; strong_fMRI_neuroimaging_term; sham_placebo_control_term; acupuncture_adjacent_modality_flag,systematic review / possible fMRI candidate,include,carried over from first title screen,high,to explore the cerebral function efficacy of acupuncture and fu s subcutaneous needling fsn in the treatment of chronic tension type headache by means of fmri a single blinded randomized controlled trials
