pmid,arm_id,arm_label,arm_type,outcome_measure,outcome_domain,scale_name,timepoint,reporting_format,value,n_analyzed,within_group_change,between_group_difference,effect_size_reported,statistical_test,p_value,analysis_population,disease_condition
29204113,arm_ea,electro-acupuncture group,verum_acupuncture,HADS-D (Hospital Anxiety and Depression Scale-Depression),mood,HADS-D,Baseline,mean ± SD,5.61 ± 3.16,18.0,not_reported,"t = −1.713, P = 0.095",not_reported,independent sample t-test,0.095,not_reported,Crohn's disease (CD) in remission
29204113,arm_moxa,moxibustion group,verum_acupuncture,HADS-D (Hospital Anxiety and Depression Scale-Depression),mood,HADS-D,Baseline,mean ± SD,3.65 ± 3.82,20.0,not_reported,"t = −1.713, P = 0.095",not_reported,independent sample t-test,0.095,not_reported,Crohn's disease (CD) in remission
29325883,arm_ACU,Group A – real acupuncture (ACU) treatment,verum_acupuncture,core body temperature (CBT),physiological,"Omron electronic thermometer (MC-142L), sublingual measurement",prescan (before ACU),not_reported,not_reported,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,"overweight (BMI >18 and <30, higher WHR >0.9); classified as overweight/unfit"
29325883,arm_ACU,Group A – real acupuncture (ACU) treatment,verum_acupuncture,blood glucose (GLU),physiological,OneTouch Ultra Blood Glucose Monitoring System (Lifescan; Johnson & Johnson Company),prescan (before ACU); left index finger,not_reported,not_reported,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,"overweight (BMI >18 and <30, higher WHR >0.9); classified as overweight/unfit"
29325883,arm_ACU,Group A – real acupuncture (ACU) treatment,verum_acupuncture,hunger,physiological,standard Likert scale (0 = no hunger to 10 = starvation),prescan (before ACU),not_reported,not_reported,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,"overweight (BMI >18 and <30, higher WHR >0.9); classified as overweight/unfit"
29325883,arm_ACU,Group A – real acupuncture (ACU) treatment,verum_acupuncture,ACU-induced change in core body temperature (delta CBT),physiological,Omron electronic thermometer (MC-142L),after ACU minus before ACU,not_reported,not_reported,10.0,not_reported,not_reported,not_reported,Pearson correlation with HYP-HIPP FC change,not_reported,ACU group,"overweight (BMI >18 and <30, higher WHR >0.9); classified as overweight/unfit"
29325883,arm_ACU,Group A – real acupuncture (ACU) treatment,verum_acupuncture,ACU-induced change in blood glucose (delta GLU),physiological,OneTouch Ultra Blood Glucose Monitoring System,after ACU minus before ACU,not_reported,not_reported,10.0,not_reported,not_reported,not_reported,Pearson correlation with HYP-PUT and HYP-INS FC change,not_reported,ACU group,"overweight (BMI >18 and <30, higher WHR >0.9); classified as overweight/unfit"
29325883,arm_ACU,Group A – real acupuncture (ACU) treatment,verum_acupuncture,ACU-induced change in hunger (delta HUNGER),physiological,standard Likert scale (0 = no hunger to 10 = starvation),after ACU minus before ACU,not_reported,not_reported,10.0,not_reported,not_reported,not_reported,Pearson correlation with HYP-ACC and HYP-THALAMUS FC change,not_reported,ACU group,"overweight (BMI >18 and <30, higher WHR >0.9); classified as overweight/unfit"
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Tissue displacement at Zusanli before de qi,physiological,"In vivo ultrasonic imaging (System FiVe, GE-Vingmed, 7.5 MHz); RF data, 2 mm window, 60% overlap; 13.2 frames/second",before de qi,mean ± SD,0.105 ± 0.027 mm,30.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Healthy volunteers (no disease condition)
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Tissue displacement at Zusanli during de qi,physiological,"In vivo ultrasonic imaging (System FiVe, GE-Vingmed, 7.5 MHz); RF data, 2 mm window, 60% overlap; 13.2 frames/second",during de qi,mean ± SD,0.167 ± 0.047 mm,30.0,increased in amplitude by up to 0.167 ± 0.047 mm during de qi stage compared with 0.105 ± 0.027 mm before de qi,not_reported,not_reported,not_reported,P < 0.01,not_reported,Healthy volunteers (no disease condition)
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Blood flow (blood perfusion) at Hegu (LI.4) acupoint at baseline,physiological,"PeriScan PIM II LDPI (Perimed Company, Sweden); scanning laser wavelength 670 nm; maximum output power 1 mW; NR scanning pattern; pixel size 0.5 × 0.5 mm²; LDPI 2.5 imaging software",Base blood flow (before acupuncture needle stimulation),narrative,basal blood flow of the healthy subjects was low,30.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Healthy volunteers (no disease condition)
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Blood flow (blood perfusion) at Hegu (LI.4) acupoint before de qi (deep-punctured without de qi),physiological,PeriScan PIM II LDPI,"Pre-de qi (needle inserted, de qi not yet achieved)",narrative,blood flow increased transiently when the acupuncture needle was inserted into the acupoint Hegu and then reverted to baseline before de qi,30.0,significantly increased when deep-punctured but without De qi (P < 0.05),not_reported,not_reported,not_reported,P < 0.05,not_reported,Healthy volunteers (no disease condition)
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Blood flow (blood perfusion) at Hegu (LI.4) acupoint during de qi (D1–D6),physiological,PeriScan PIM II LDPI,D1–D6 (maintained at relatively high level for up to 6 min after de qi),narrative,skin blood flow increased significantly and was maintained at a relatively high level for up to 6 min (D1–D6); increment of blood perfusion was higher (about 10%) around Hegu after de qi than that measured before de qi,30.0,skin blood flows at the acupoints were more evident than those before de qi (P < 0.01) and these changes were time-dependent,not_reported,not_reported,not_reported,P < 0.01,not_reported,Healthy volunteers (no disease condition)
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Blood flow (blood perfusion) at Zusanli (ST.36) acupoint during de qi (D1–D6),physiological,PeriScan PIM II LDPI,D1–D6,narrative,Similar results were also found in Zusanli acupoint,30.0,similar to Hegu; skin blood flows more evident after de qi than before de qi,not_reported,not_reported,not_reported,not_reported,not_reported,Healthy volunteers (no disease condition)
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Deep resistance (myoelectricity amplitude) at Hegu acupoint before de qi,physiological,"Viking Quest portable EMG/evoked potential systems (NICOLET, USA)",before de qi,mean ± SD,34.85 ± 12.43 uV,30.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Healthy volunteers (no disease condition)
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Deep resistance (myoelectricity amplitude) at Hegu acupoint after de qi,physiological,"Viking Quest portable EMG/evoked potential systems (NICOLET, USA)",after de qi,mean ± SD,51.98 ± 11.84 uV,30.0,increased from 34.85 ± 12.43 uV before de qi to 51.98 ± 11.84 uV after de qi,not_reported,not_reported,not_reported,P < 0.01,not_reported,Healthy volunteers (no disease condition)
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Deep resistance (myoelectricity amplitude) at Zusanli acupoint before de qi,physiological,"Viking Quest portable EMG/evoked potential systems (NICOLET, USA)",before de qi,mean ± SD,39.38 ± 9.07 uV,30.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,Healthy volunteers (no disease condition)
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Deep resistance (myoelectricity amplitude) at Zusanli acupoint after de qi,physiological,"Viking Quest portable EMG/evoked potential systems (NICOLET, USA)",after de qi,mean ± SD,55.18 ± 6.19 uV,30.0,increased from 39.38 ± 9.07 uV before de qi to 55.18 ± 6.19 uV after de qi,not_reported,not_reported,not_reported,P < 0.01,not_reported,Healthy volunteers (no disease condition)
29343693,arm_verum,Acupuncture with de qi,verum_acupuncture,Change of electroencephalogram before and after de qi in different brain regions,physiological,"Biopac Systems EEG; 12 channels; α (8–13 Hz), β (13–30 Hz), θ (4–8 Hz), δ (0.5–4 Hz) bands; 10–20 electrode placement method",before and after de qi,narrative,"in different brain regions, the change of electroencephalogram before and after de qi was not evident",30.0,not evident,not_reported,not_reported,not_reported,not_reported,not_reported,Healthy volunteers (no disease condition)
30034336,arm_all_fd,all FD patients,verum_acupuncture,NDSI score improvements,symptom_severity,Nepean Dyspepsia Symptom Index (NDSI),post-treatment,mean ± SD,23.67 ± 15.68,115.0,not_reported,not_reported,not_reported,not_reported,not_reported,all FD patients,functional dyspepsia (FD)
30034336,arm_all_fd,all FD patients,verum_acupuncture,SID score improvements,symptom_severity,Symptom Index of Dyspepsia (SID),post-treatment,median [IQR],"2 (1,3)",115.0,not_reported,not_reported,not_reported,not_reported,not_reported,all FD patients,functional dyspepsia (FD)
30034336,arm_higher_response,higher response group,verum_acupuncture,NDSI score improvements,symptom_severity,Nepean Dyspepsia Symptom Index (NDSI),post-treatment,mean ± SD,29.36 ± 13.40,66.0,not_reported,p = 0.00**,not_reported,not_reported,0.00**,higher response group,functional dyspepsia (FD)
30034336,arm_lower_response,lower response group,verum_acupuncture,NDSI score improvements,symptom_severity,Nepean Dyspepsia Symptom Index (NDSI),post-treatment,mean ± SD,15.90 ± 15.34,49.0,not_reported,p = 0.00**,not_reported,not_reported,0.00**,lower response group,functional dyspepsia (FD)
30034336,arm_higher_response,higher response group,verum_acupuncture,SID score improvements,symptom_severity,Symptom Index of Dyspepsia (SID),post-treatment,median [IQR],"3 (2,4)",66.0,not_reported,p = 0.00**,not_reported,not_reported,0.00**,higher response group,functional dyspepsia (FD)
30034336,arm_lower_response,lower response group,verum_acupuncture,SID score improvements,symptom_severity,Symptom Index of Dyspepsia (SID),post-treatment,median [IQR],"1 (0,1)",49.0,not_reported,p = 0.00**,not_reported,not_reported,0.00**,lower response group,functional dyspepsia (FD)
30034336,arm_all_fd,all FD patients,verum_acupuncture,"Correlation between mPFC (Frontal_Sup_Medial R, MNI 9, 48, 48) zfALFF change and NDSI improvement",symptom_severity,Nepean Dyspepsia Symptom Index (NDSI),post-treatment change vs baseline,other,"r = 0.20, p = 0.03",115.0,not_reported,not_reported,r = 0.20,Pearson or Spearman correlation analysis,0.03,all FD patients,functional dyspepsia (FD)
30034336,arm_higher_response,higher response group,verum_acupuncture,Correlation between mPFC rsFC changes and clinical symptom improvement values in the higher response group,symptom_severity,not_reported,post-treatment change,narrative,no correlation between the mPFC rsFC and clinical symptom improvement values in the higher response group,66.0,not_reported,not_reported,not_reported,correlation analysis,not_reported,higher response group,functional dyspepsia (FD)
30034336,arm_lower_response,lower response group,verum_acupuncture,Correlation between mPFC rsFC changes and clinical symptom improvement values in the lower response group,symptom_severity,not_reported,post-treatment change,narrative,no correlation between the mPFC rsFC and clinical symptom improvement values in the lower response group,49.0,not_reported,not_reported,not_reported,correlation analysis,not_reported,lower response group,functional dyspepsia (FD)
30105065,arm_acupuncture,Acupuncture run,verum_acupuncture,De-qi VAS index,sensory,10-point visual analogue scale (VAS); VAS index,After fMRI scanning (post-run),not_reported,not_reported,,not_reported,not_reported,not_reported,not_reported,not_reported,Subjects without sharp pain and without excessive motion,Healthy volunteers; no disease condition
30105065,arm_acupuncture,Acupuncture run,verum_acupuncture,Correlation of VAS index with number of activations/deactivations,sensory,VAS index,not_reported,p_value_only,No direct correlations shown between VAS index and number of activations or deactivations; all P > 0.05,,not_reported,not_reported,not_reported,correlation,all P > 0.05,not_reported,Healthy volunteers; no disease condition
30105065,arm_acupuncture,Acupuncture run,verum_acupuncture,Correlation of VAS index with AVER-WR-RV R-value,sensory,VAS index,not_reported,p_value_only,No direct correlations shown between VAS index and the 'AVER-WR-RV R-value'; all P > 0.05,,not_reported,not_reported,not_reported,correlation,all P > 0.05,not_reported,Healthy volunteers; no disease condition
30137262,arm_EA,electroacupuncture (EA),verum_acupuncture,widespread pain (number of body regions endorsed as painful),pain,"FM Survey Criteria Widespread Pain Index subscale (19 sites grouped into 7 regions: head, front, back, right arm, right leg, left arm, left leg)",pre-treatment,mean,pre = 5.37,19.0,not significant,not_reported,not_reported,paired-samples t-test,not significant (p not specified),fMRI subsample EA,Fibromyalgia (FM)
30137262,arm_EA,electroacupuncture (EA),verum_acupuncture,widespread pain (number of body regions endorsed as painful),pain,FM Survey Criteria Widespread Pain Index subscale (19 sites grouped into 7 regions),post-treatment,mean,post = 5.16,19.0,not significant,not_reported,not_reported,paired-samples t-test,not significant (p not specified),fMRI subsample EA,Fibromyalgia (FM)
30137262,arm_ML,mock laser (ML),sham_acupuncture,widespread pain (number of body regions endorsed as painful),pain,FM Survey Criteria Widespread Pain Index subscale (19 sites grouped into 7 regions),pre-treatment,mean,pre = 5.00,25.0,not significant,not_reported,not_reported,paired-samples t-test,not significant (p not specified),fMRI subsample ML,Fibromyalgia (FM)
30137262,arm_ML,mock laser (ML),sham_acupuncture,widespread pain (number of body regions endorsed as painful),pain,FM Survey Criteria Widespread Pain Index subscale (19 sites grouped into 7 regions),post-treatment,mean,post = 4.72,25.0,not significant,not_reported,not_reported,paired-samples t-test,not significant (p not specified),fMRI subsample ML,Fibromyalgia (FM)
30137262,arm_EA,electroacupuncture (EA),verum_acupuncture,Correlation between changes in PPTol and changes in widespread pain,pain,not_reported,post-treatment minus pre-treatment (change score),other,rho = -0.56,33.0,not_applicable,"z = -2.0, p = 0.04 (significantly stronger in EA vs ML)",rho = -0.56,Spearman correlation; Cocor for group comparison,p = 0.003,clinical sample EA (n=33),Fibromyalgia (FM)
30137262,arm_ML,mock laser (ML),sham_acupuncture,Correlation between changes in PPTol and changes in widespread pain,pain,not_reported,post-treatment minus pre-treatment (change score),other,rho = -0.01,37.0,not_applicable,"z = -2.0, p = 0.04 (significantly weaker in ML vs EA)",rho = -0.01,Spearman correlation; Cocor for group comparison,p = 0.944,clinical sample ML (n=37),Fibromyalgia (FM)
30137262,arm_EA,electroacupuncture (EA),verum_acupuncture,Correlation between changes in L S1 activation and changes in widespread pain (from scatter plot Fig. 3b),pain,not_reported,post-treatment minus pre-treatment (change score),other,EA: rho = -0.78,19.0,not_applicable,not_reported (shown in Fig. 3b),rho = -0.78 (EA); rho = 0.27 (ML),Spearman correlation,not_reported from text (from Fig. 3b),fMRI subsample,Fibromyalgia (FM)
30137262,arm_EA,electroacupuncture (EA),verum_acupuncture,Correlation between changes in R S1 activation and changes in widespread pain (from scatter plot Fig. 3b),pain,not_reported,post-treatment minus pre-treatment (change score),other,EA: rho = -0.67,19.0,not_applicable,not_reported (shown in Fig. 3b),rho = -0.67 (EA); rho = 0.37 (ML),Spearman correlation,not_reported from text (from Fig. 3b),fMRI subsample,Fibromyalgia (FM)
30137262,arm_EA,electroacupuncture (EA),verum_acupuncture,Correlation between changes in L cingulate (pMCC) activation and changes in widespread pain (from scatter plot Fig. 3b),pain,not_reported,post-treatment minus pre-treatment (change score),other,EA: rho = -0.72,19.0,not_applicable,not_reported (shown in Fig. 3b),rho = -0.72 (EA); rho = 0.32 (ML),Spearman correlation,not_reported from text (from Fig. 3b),fMRI subsample,Fibromyalgia (FM)
30137262,arm_EA,electroacupuncture (EA),verum_acupuncture,Correlation between changes in L precuneus activation and changes in widespread pain (from scatter plot Fig. 3b),pain,not_reported,post-treatment minus pre-treatment (change score),other,EA: rho = -0.85,19.0,not_applicable,not_reported (shown in Fig. 3b),rho = -0.85 (EA); rho = 0.56 (ML),Spearman correlation,not_reported from text (from Fig. 3b),fMRI subsample,Fibromyalgia (FM)
31176295,arm_acupuncture,Acupuncture manipulation,verum_acupuncture,Acupuncture behavioral deqi index,sensory,Massachusetts General Hospital Acupuncture Sensation Scale (MASS) / visual analog scale (VAS),Immediately after the experiment (post-stimulation behavioral testing),mean ± SEM,not_reported (see Figure 3),17.0,not_reported,"Acupuncture manipulation deqi index significantly larger than pre-manipulation tactile control (**p < 0.01, statistical power >0.95) and post-manipulation tactile control (**p < 0.01, statistical power >0.95); no significant difference between pre-manipulation tactile control and post-manipulation tactile control (n.s.)",not_reported,paired t-tests with FDR correction for multiple comparisons,**p < 0.01 (acupuncture vs. each tactile control); n.s. (pre-tactile vs. post-tactile),17 subjects (3 excluded due to poor fNIRS signal quality),Healthy volunteers
31636536,arm_ALBP,ALBP subjects,other,intensity of LBP before ACUP scan,pain,"10-point visual analog scale (0 = none, 1–3 = mild, 4–6 = moderate, 7–9 = strong, 10 = unbearable)",pretreatment (before ACUP functional scan),mean ± SD,5.40 (S.D. = 0.98),28.0,not_reported,not reported for pretreatment,not_reported,Wilcoxon signed-rank test,not_reported,ALBP subjects,Experimental acute low back pain (ALBP) induced by intramuscular hypertonic saline injection
31636536,arm_ALBP,ALBP subjects,other,intensity of LBP after ACUP scan,pain,"10-point visual analog scale (0 = none, 1–3 = mild, 4–6 = moderate, 7–9 = strong, 10 = unbearable)",posttreatment (after ACUP functional scan),mean ± SD,3.47 (S.D. = 0.75),28.0,not_reported,significant difference between ACUP and SHAM posttreatment pain (P = 0.043),not_reported,Wilcoxon signed-rank test,P = 0.043,ALBP subjects,Experimental acute low back pain (ALBP) induced by intramuscular hypertonic saline injection
31636536,arm_ALBP,ALBP subjects,other,intensity of LBP before SHAM scan,pain,"10-point visual analog scale (0 = none, 1–3 = mild, 4–6 = moderate, 7–9 = strong, 10 = unbearable)",pretreatment (before SHAM functional scan),mean ± SD,5.60 (S.D. = 1.24),28.0,not_reported,not reported for pretreatment,not_reported,Wilcoxon signed-rank test,not_reported,ALBP subjects,Experimental acute low back pain (ALBP) induced by intramuscular hypertonic saline injection
31636536,arm_ALBP,ALBP subjects,other,intensity of LBP after SHAM scan,pain,"10-point visual analog scale (0 = none, 1–3 = mild, 4–6 = moderate, 7–9 = strong, 10 = unbearable)",posttreatment (after SHAM functional scan),mean ± SD,4.51 (S.D. = 1.06),28.0,not_reported,significant difference between ACUP and SHAM posttreatment pain (P = 0.043),not_reported,Wilcoxon signed-rank test,P = 0.043,ALBP subjects,Experimental acute low back pain (ALBP) induced by intramuscular hypertonic saline injection
31964691,arm_FPI,female PI patients (FPIs),verum_acupuncture,Pittsburgh sleep quality index (PSQI) score,symptom_severity,Pittsburgh Sleep Quality Index (PSQI),baseline (PSQI-pre),mean ± SD,15.00 ± 3.07,18.0,not_reported,p = .494 (vs MPIs at baseline),not_reported,not_reported,.494,not_reported,Primary insomnia (PI)
31964691,arm_FPI,female PI patients (FPIs),verum_acupuncture,Pittsburgh sleep quality index (PSQI) score,symptom_severity,Pittsburgh Sleep Quality Index (PSQI),after 5-week EA treatment (PSQI-post),mean ± SD,6.33 ± 1.08,18.0,PSQI-decrease: 8.67 ± 2.66,p = .005 (vs MPIs post-treatment),not_reported,two-factorial ANOVA (within group); independent-sample t test (between group change),< .001 (comparing with PSQI-pre),not_reported,Primary insomnia (PI)
31964691,arm_MPI,male PI patients (MPIs),verum_acupuncture,Pittsburgh sleep quality index (PSQI) score,symptom_severity,Pittsburgh Sleep Quality Index (PSQI),baseline (PSQI-pre),mean ± SD,14.33 ± 1.56,12.0,not_reported,p = .494 (vs FPIs at baseline),not_reported,not_reported,.494,not_reported,Primary insomnia (PI)
31964691,arm_MPI,male PI patients (MPIs),verum_acupuncture,Pittsburgh sleep quality index (PSQI) score,symptom_severity,Pittsburgh Sleep Quality Index (PSQI),after 5-week EA treatment (PSQI-post),mean ± SD,7.58 ± 1.08,12.0,PSQI-decrease: 6.75 ± 0.87,p = .005 (vs FPIs post-treatment),not_reported,two-factorial ANOVA (within group); independent-sample t test (between group change),< .001 (comparing with PSQI-pre),not_reported,Primary insomnia (PI)
31964691,not_applicable,,,PSQI-decrease (the decrease between PSQI-pre and PSQI-post),symptom_severity,Pittsburgh Sleep Quality Index (PSQI),baseline to post-treatment change,mean ± SD,FPIs: 8.67 ± 2.66; MPIs: 6.75 ± 0.87,30.0,not_applicable,p = .023,not_reported,independent-sample t test,.023,not_reported,Primary insomnia (PI)
31964691,arm_FPI,female PI patients (FPIs),verum_acupuncture,Athens Insomnia Scale (AIS) score,symptom_severity,Athens Insomnia Scale (AIS),baseline (AIS-pre),mean ± SD,13.22 ± 3.66,18.0,not_reported,p = .286 (vs MPIs at baseline),not_reported,not_reported,.286,not_reported,Primary insomnia (PI)
31964691,arm_FPI,female PI patients (FPIs),verum_acupuncture,Athens Insomnia Scale (AIS) score,symptom_severity,Athens Insomnia Scale (AIS),after 5-week EA treatment (AIS-post),mean ± SD,2.22 ± 0.81,18.0,AIS-decrease: 11.00 ± 3.66,p = .362 (vs MPIs post-treatment),not_reported,two-factorial ANOVA (within group); independent-sample t test (between group change),< .001 (comparing with AIS-pre),not_reported,Primary insomnia (PI)
31964691,arm_MPI,male PI patients (MPIs),verum_acupuncture,Athens Insomnia Scale (AIS) score,symptom_severity,Athens Insomnia Scale (AIS),baseline (AIS-pre),mean ± SD,12.17 ± 1.53,12.0,not_reported,p = .286 (vs FPIs at baseline),not_reported,not_reported,.286,not_reported,Primary insomnia (PI)
31964691,arm_MPI,male PI patients (MPIs),verum_acupuncture,Athens Insomnia Scale (AIS) score,symptom_severity,Athens Insomnia Scale (AIS),after 5-week EA treatment (AIS-post),mean ± SD,2.50 ± 0.80,12.0,AIS-decrease: 9.67 ± 1.56,p = .362 (vs FPIs post-treatment),not_reported,two-factorial ANOVA (within group); independent-sample t test (between group change),< .001 (comparing with AIS-pre),not_reported,Primary insomnia (PI)
31964691,not_applicable,,,AIS-decrease (the decrease between AIS-pre and AIS-post),symptom_severity,Athens Insomnia Scale (AIS),baseline to post-treatment change,mean ± SD,FPIs: 11.00 ± 3.66; MPIs: 9.67 ± 1.56,30.0,not_applicable,p = .245,not_reported,independent-sample t test,.245,not_reported,Primary insomnia (PI)
31964691,arm_FPI,female PI patients (FPIs),verum_acupuncture,self-rating anxiety scale (SAS),mood,self-rating anxiety scale (SAS),baseline,mean ± SD,36.50 ± 1.98,18.0,not_reported,p = .136 (vs MPIs),not_reported,independent-sample t test,.136,not_reported,Primary insomnia (PI)
31964691,arm_MPI,male PI patients (MPIs),verum_acupuncture,self-rating anxiety scale (SAS),mood,self-rating anxiety scale (SAS),baseline,mean ± SD,37.67 ± 2.06,12.0,not_reported,p = .136 (vs FPIs),not_reported,independent-sample t test,.136,not_reported,Primary insomnia (PI)
31964691,arm_FPI,female PI patients (FPIs),verum_acupuncture,self-rating depression scale (SDS),mood,self-rating depression scale (SDS),baseline,mean ± SD,37.00 ± 2.45,18.0,not_reported,p = .140 (vs MPIs),not_reported,independent-sample t test,.140,not_reported,Primary insomnia (PI)
31964691,arm_MPI,male PI patients (MPIs),verum_acupuncture,self-rating depression scale (SDS),mood,self-rating depression scale (SDS),baseline,mean ± SD,38.17 ± 1.75,12.0,not_reported,p = .140 (vs FPIs),not_reported,independent-sample t test,.140,not_reported,Primary insomnia (PI)
31964691,arm_FPI,female PI patients (FPIs),verum_acupuncture,Age (years),other,not_reported,baseline,mean ± SD,52.88 ± 4.55,18.0,not_applicable,p = .022 (vs MPIs),not_reported,independent-sample t test,.022,not_reported,Primary insomnia (PI)
31964691,arm_MPI,male PI patients (MPIs),verum_acupuncture,Age (years),other,not_reported,baseline,mean ± SD,45.00 ± 12.70,12.0,not_applicable,p = .022 (vs FPIs),not_reported,independent-sample t test,.022,not_reported,Primary insomnia (PI)
32503194,not_applicable,,,MMSE score,cognition,Mini-Mental State Examination (MMSE),baseline (before study),mean ± SD,AD RA: 15.92±4.12; AD SA: 11.71±7.20; MCI RA: 25.38±1.30; MCI SA: 25.67±2.34; HC: 28.00±1.41,,not_reported,P <0.01,not_reported,one-way analysis of variance (ANOVA),<0.01,"AD patients, MCI patients, and HC",Alzheimer's disease (AD) and mild cognitive impairment (MCI)
32503194,not_applicable,,,AVLT score - immediate recall of learning verbal,cognition,Auditory Verbal Learning Test (AVLT) - immediate,baseline (before study),mean ± SD,AD RA: 11.36±3.95; AD SA: 7.00±5.69; MCI RA: 14.13±3.52; MCI SA: 22.50±3.02; HC: 26.86±5.25,,not_reported,P <0.01,not_reported,one-way analysis of variance (ANOVA),<0.01,"AD patients, MCI patients, and HC",Alzheimer's disease (AD) and mild cognitive impairment (MCI)
32503194,not_applicable,,,AVLT score - delayed recall of learning verbal,cognition,Auditory Verbal Learning Test (AVLT) - delayed,baseline (before study),mean ± SD,AD RA: 2.64±1.60; AD SA: 1.57±1.62; MCI RA: 4.38±1.60; MCI SA: 7.83±3.92; HC: 11.07±2.76,,not_reported,P <0.01,not_reported,one-way analysis of variance (ANOVA),<0.01,"AD patients, MCI patients, and HC",Alzheimer's disease (AD) and mild cognitive impairment (MCI)
32503194,not_applicable,,,AVLT score - recognition of learning verbal,cognition,Auditory Verbal Learning Test (AVLT) - recognition,baseline (before study),mean ± SD,AD RA: 3.36±1.55; AD SA: 4.14±3.34; MCI RA: 7.38±3.11; MCI SA: 9.17±3.19; HC: 12.71±2.09,,not_reported,P <0.01,not_reported,one-way analysis of variance (ANOVA),<0.01,"AD patients, MCI patients, and HC",Alzheimer's disease (AD) and mild cognitive impairment (MCI)
32503194,not_applicable,,,CDR,cognition,Clinical Dementia Rating (CDR),baseline (before study),other,AD RA: 1-2; AD SA: 1-2; MCI RA: 0.5; MCI SA: 0.5; HC: 0,,not_reported,P <0.01,not_reported,one-way analysis of variance (ANOVA),<0.01,"AD patients, MCI patients, and HC",Alzheimer's disease (AD) and mild cognitive impairment (MCI)
32503194,not_applicable,,,Age [years],other,not_reported,baseline,mean ± SD,AD RA: 66.93±8.91; AD SA: 71.29±4.75; MCI RA: 66.38±10.97; MCI SA: 67.83±6.01; HC: 66.07±5.78,,not_reported,P = 0.68,not_reported,one-way analysis of variance (ANOVA),0.68,"AD patients, MCI patients, and HC",Alzheimer's disease (AD) and mild cognitive impairment (MCI)
32503194,not_applicable,,,Education [years],other,not_reported,baseline,mean ± SD,AD RA: 10.07±3.38; AD SA: 8.86±6.69; MCI RA: 10.63±3.54; MCI SA: 11.00±3.16; HC: 11.00±4.52,,not_reported,P = 0.60,not_reported,one-way analysis of variance (ANOVA),0.60,"AD patients, MCI patients, and HC",Alzheimer's disease (AD) and mild cognitive impairment (MCI)
32682992,not_applicable,,,Spielberger State Anxiety Inventory - selected item: feeling calm,mood,Spielberger State Anxiety Inventory,post-imaging (after scanning session),mean,3.3,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,healthy individuals (no depression or psychiatric disorder)
32682992,not_applicable,,,Spielberger State Anxiety Inventory - selected item: secure,mood,Spielberger State Anxiety Inventory,post-imaging (after scanning session),mean,3.3,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,healthy individuals (no depression or psychiatric disorder)
32682992,not_applicable,,,Spielberger State Anxiety Inventory - selected item: relaxed,mood,Spielberger State Anxiety Inventory,post-imaging (after scanning session),mean,3.3,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,healthy individuals (no depression or psychiatric disorder)
32682992,not_applicable,,,Spielberger State Anxiety Inventory - selected item: nervous,mood,Spielberger State Anxiety Inventory,post-imaging (after scanning session),mean,1.4,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,healthy individuals (no depression or psychiatric disorder)
32682992,not_applicable,,,Spielberger State Anxiety Inventory - selected item: jittery,mood,Spielberger State Anxiety Inventory,post-imaging (after scanning session),mean,1.1,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,healthy individuals (no depression or psychiatric disorder)
32682992,not_applicable,,,Spielberger State Anxiety Inventory - selected item: worried,mood,Spielberger State Anxiety Inventory,post-imaging (after scanning session),mean,1.1,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,healthy individuals (no depression or psychiatric disorder)
32682992,not_applicable,,,Spielberger State Anxiety Inventory - selected item: overexcited and rattled,mood,Spielberger State Anxiety Inventory,post-imaging (after scanning session),mean,1.1,10.0,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,healthy individuals (no depression or psychiatric disorder)
32807158,arm_included_studies,Included acupuncture-neuroimaging studies (n=168),other,Average sample size per group across all included studies,other,not_reported,1995–2014,mean,15 participants per group,168.0,not_reported,not_reported,not_reported,not_reported,not_reported,all 168 included studies,"Multiple; includes healthy volunteers and patients with neurological, pain, psychosomatic, gastroenterological, pediatric, rheumatological, dermatological, and ophthalmological conditions"
